frame_60,time_s,k0_x,k0_y,k0_vx,k0_vy,k0_speed,k1_x,k1_y,k1_vx,k1_vy
0,0.0,56.40383219498146,41.10227902472643,,,,40.17490795794943,42.50768583183959,,
1,0.016666666666666666,56.36150234313452,41.10530966518952,-2.5397911108166227,0.18183842778569215,2.5462922260421537,40.17490795794943,42.50768583183959,0.0,0.0
2,0.03333333333333333,56.305064923341945,41.10935017091056,-3.3862451875543798,0.2424303432621855,3.3949122141182704,40.17490795794943,42.50768583183959,0.0,0.0
3,0.05,56.234521004125895,41.114400686023856,-4.232635152962985,0.303030906797801,4.243468872110727,40.17490795794943,42.50768583183959,0.0,0.0
4,0.06666666666666667,56.16398320070808,41.11945074122648,-4.232268205068834,0.30300331215741494,4.243100890482683,40.17490795794943,42.50768583183959,0.0,0.0
5,0.08333333333333333,56.0938820390569,41.12442242449776,-4.206069699070838,0.2983009962767369,4.216634415955638,40.17490795794943,42.50768583183959,0.0,0.0
6,0.1,56.02337218615361,41.12946948027078,-4.230591174197542,0.30282334638116026,4.241415290007762,40.17490795794943,42.50768583183959,0.0,0.0
7,0.11666666666666667,55.94950442746778,41.135271933429806,-4.432065521149724,0.34814718954166324,4.445718305217946,40.17490795794943,42.50768583183959,0.0,0.0
8,0.13333333333333333,55.8711449895529,41.14213577761304,-4.701566274892599,0.41183065099417604,4.719568828008101,40.17490795794943,42.50768583183959,0.0,0.0
9,0.15,55.78885359005525,41.149910100054015,-4.937483969859358,0.46645934645837883,4.959468950857188,40.17490795794943,42.50768583183959,0.0,0.0
10,0.16666666666666666,55.70220086803162,41.15867279511168,-5.199163321417757,0.5257617034597217,5.225679344506376,40.17490795794943,42.50768583183959,0.0,0.0
11,0.18333333333333332,55.61203278009962,41.16827015996769,-5.4100852759199825,0.5758418913607954,5.440644867713034,40.17490795794943,42.50768583183959,0.0,0.0
12,0.2,55.52129930103455,41.178022111950305,-5.4440087439039075,0.5851171189569015,5.475362384956691,40.17490795794943,42.50768583183959,0.0,0.0
13,0.21666666666666667,55.43113510106953,41.18762253559725,-5.409851997901427,0.5760254188166414,5.44043232862251,40.17490795794943,42.50768583183959,0.0,0.0
14,0.23333333333333334,55.340980938303,41.19722215802664,-5.409249765991859,0.5759773457634765,5.43982839193625,40.17490795794943,42.50768583183959,0.0,0.0
15,0.25,55.25084871274106,41.207207856139,-5.40793353371626,0.5991418867415632,5.441021604950772,40.17490795794943,42.50768583183959,0.0,0.0
16,0.26666666666666666,55.16071481841456,41.21683325726666,-5.4080336595899325,0.5775240676594251,5.438783146254644,40.17490795794943,42.50768583183959,0.0,0.0
17,0.2833333333333333,55.070503881411625,41.22477123189802,-5.4126562201761885,0.47627847788163535,5.433570515444263,40.17490795794943,42.50768583183959,0.0,0.0
18,0.3,54.980189592996965,41.2309392330222,-5.418857304879623,0.37008006745082866,5.431479885535033,40.17490795794943,42.50768583183959,0.0,0.0
19,0.31666666666666665,54.88978563729451,41.2353769716566,-5.424237342147364,0.26626431806406003,5.430768585662625,40.17490795794943,42.50768583183959,0.0,0.0
20,0.3333333333333333,54.79928005000713,41.23769788043421,-5.4303352372429,0.13925452665674243,5.432120452644281,40.17490795794943,42.50768583183959,0.0,0.0
21,0.35,54.70869661223443,41.23864878284378,-5.4350062663620236,0.05705414457423785,5.435305721926556,40.17490795794943,42.50768583183959,0.0,0.0
22,0.36666666666666664,54.61811045727693,41.239556939066944,-5.43516929744996,0.054489373389685625,5.4354424276000834,40.17490795794943,42.50768583183959,0.0,0.0
23,0.38333333333333336,54.527546912933744,41.24050461345535,-5.433812660591002,0.056860463304388986,5.434110151872729,40.17490795794943,42.50768583183959,0.0,0.0
24,0.4,54.43699227324599,41.24145220517854,-5.433278381265154,0.05685550339137535,5.433575849897485,40.17490795794943,42.50768583183959,0.0,0.0
25,0.4166666666666667,54.3470002248138,41.24236410505395,-5.399522905931633,0.054713992524710875,5.399800110435421,40.17490795794943,42.50768583183959,0.0,0.0
26,0.43333333333333335,54.25652690789355,41.24330722079284,-5.428399015214751,0.0565869443335032,5.428693945200216,40.17490795794943,42.50768583183959,0.0,0.0
27,0.45,54.16170237313463,41.245206313704564,-5.689472085535243,0.1139455747032514,5.690612990362216,40.174912833782074,42.507774964468325,0.00029254995865812816,0.0053479577242399046
28,0.4666666666666667,54.060941203937546,41.24867635477201,-6.045670151825107,0.20820246404667841,6.049254156563776,40.17492628385372,42.508020838420556,0.0008070042989061221,0.01475243713386476
29,0.48333333333333334,53.954994952911036,41.25342671740774,-6.356775061590554,0.28502175814395514,6.36316168160727,40.17494655727133,42.50839144650676,0.0012164050566809692,0.02223648517201582
30,0.5,53.84331195049388,41.25949223830357,-6.700980145029547,0.363931253749854,6.7108554493101815,40.17497365425437,42.508886792739105,0.001625818982375904,0.029720773940908884
31,0.5166666666666667,53.72693634742518,41.26680535513719,-6.9825361841218125,0.43878701001688114,6.996309427314515,40.1750075872417,42.50950710450578,0.0020359792397073306,0.03721870600045918
