frame_60,time_s,k0_x,k0_y,k0_vx,k0_vy,k0_speed,k1_x,k1_y,k1_vx,k1_vy
0,0.0,43.74419151306223,38.94444198062456,,,,19.73780887267482,40.889158606939894,,
1,0.016666666666666666,43.652250154237294,38.94847369301182,-5.516481529496389,0.2419027432355847,5.521782810149247,19.690795913908275,40.89405850543051,-2.8207775259926393,0.29399390943680714
2,0.03333333333333333,43.53213936404401,38.95536305030471,-7.206647411596805,0.4133614375734851,7.218492542986225,19.628374306778422,40.902901446055026,-3.7452964277911605,0.5305764374710975
3,0.05,43.3820332662562,38.964497205627914,-9.006365867268755,0.5480493193921632,9.023025223925172,19.547758704005904,40.917540177338445,-4.83693616635108,0.8783238770051582
4,0.06666666666666667,43.23440115764828,38.97434873008918,-8.857926516475345,0.5910914676761081,8.877626444857688,19.46539902620942,40.9357256969675,-4.941580667789154,1.0911311777434207
5,0.08333333333333333,43.08849861868306,38.98294816646565,-8.754152337913013,0.5159661825878459,8.769344573966867,19.38408790279008,40.953038118899855,-4.8786674051603995,1.0387453159411564
6,0.1,42.94304326224157,38.98898182530235,-8.727321386489706,0.36201953020238875,8.734826656741882,19.303693894339975,40.967828411098374,-4.823640507006175,0.8874175319111544
7,0.11666666666666667,42.7991392905992,38.994523304499864,-8.634238298541987,0.3324887518506614,8.640637694413327,19.223190346180136,40.97748162548302,-4.830212889590371,0.57919286307893
8,0.13333333333333333,42.659629033048276,39.001920474263024,-8.37061545305545,0.443830185789551,8.382373667210778,19.146657374432667,40.98011253222987,-4.591978304848112,0.1578544048106778
9,0.15,42.525606972944594,39.01157286854603,-8.041323606220914,0.5791436569805342,8.062151866306323,19.07805822756233,40.97955107195933,-4.115948812220225,-0.03368761623235628
10,0.16666666666666666,42.396292963808726,39.02498683717634,-7.7588405481520795,0.8048381178186048,7.8004724887369905,19.0142923637243,40.97943704677871,-3.825951830281724,-0.006841510836892439
11,0.18333333333333332,42.269127521839486,39.04274019507495,-7.629926518154377,1.0652014739163462,7.7039232117453595,18.950036468714995,40.977907448888054,-3.8553537005584104,-0.09177587343955906
12,0.2,42.14367191511869,39.06167448761464,-7.527336403247915,1.136057552381402,7.6125830103838,18.88677643296927,40.976336092301636,-3.795602144743455,-0.09428139518504963
13,0.21666666666666667,42.02261222335609,39.07820707672139,-7.263581505755781,0.9919553464051489,7.331002093849051,18.828057073573625,40.97685881052223,-3.5231615637387392,0.03136309323565456
