frame_60,time_s,k0_x,k0_y,k0_vx,k0_vy,k0_speed,k1_x,k1_y,k1_vx,k1_vy
0,0.0,38.05484914200848,37.07627770687716,,,,22.025527555313538,35.307538807731966,,
1,0.016666666666666666,38.02149853845551,37.07378626780563,-2.0010362131780823,-0.1494863442916028,2.0066120934499887,22.025527555313538,35.307538807731966,0.0,0.0
2,0.03333333333333333,37.97703101932805,37.0704643713278,-2.6680511476475033,-0.19931378866971272,2.675485547114212,22.025527555313538,35.307538807731966,0.0,0.0
3,0.05,37.921446553222424,37.06631195047634,-3.3350679663377036,-0.2491452510876968,3.3443611790940673,22.025527555313538,35.307538807731966,0.0,0.0
4,0.06666666666666667,37.86586194300661,37.06215932846586,-3.335076612949024,-0.2491573206287967,3.344370700843801,22.025527555313538,35.307538807731966,0.0,0.0
5,0.08333333333333333,37.81027718382548,37.0580064549942,-3.3350855508678023,-0.2491724082996427,3.3443807379939616,22.025527555313538,35.307538807731966,0.0,0.0
6,0.1,37.75462850311618,37.0538531912599,-3.3389208425577976,-0.24919582405814822,3.348207124954323,22.025527555313538,35.307538807731966,0.0,0.0
7,0.11666666666666667,37.69874913480106,37.04969895401123,-3.3527620989070783,-0.24925423492021537,3.3620144802623115,22.025527555313538,35.307538807731966,0.0,0.0
8,0.13333333333333333,37.64315586330008,37.04554593930082,-3.335596290058902,-0.24918088262424476,3.34489068917358,22.025527555313538,35.307538807731966,0.0,0.0
9,0.15,37.58882579325807,37.04139854889014,-3.2598042025207974,-0.2488434246407678,3.2692883765063,22.025527555313538,35.307538807731966,0.0,0.0
10,0.16666666666666666,37.53621838563519,37.037258992150065,-3.1564444573727712,-0.24837340440470257,3.1662013455392994,22.025527555313538,35.307538807731966,0.0,0.0
11,0.18333333333333332,37.48526024173862,37.03312674261047,-3.0574886337939233,-0.24793497237567408,3.067524815923411,22.025527555313538,35.307538807731966,0.0,0.0
12,0.2,37.43605960050611,37.02900207530807,-2.95203847395058,-0.24748003814394792,2.962393883494259,22.025527555313538,35.307538807731966,0.0,0.0
13,0.21666666666666667,37.38809976748597,37.024882858188946,-2.8775899812086436,-0.24715302714753307,2.888184329086451,22.025527555313538,35.307538807731966,0.0,0.0
14,0.23333333333333334,37.34040356058681,37.02076484798674,-2.861772413949666,-0.24708061213232213,2.8724188723330344,22.025527555313538,35.307538807731966,0.0,0.0
15,0.25,37.29251153430507,37.01664588626624,-2.87352157690421,-0.24713770323003814,2.8841295562598908,22.025527555313538,35.307538807731966,0.0,0.0
16,0.26666666666666666,37.244560870492194,37.01252663850663,-2.8770398287726096,-0.24715486557667532,2.8876363524381237,22.025527555313538,35.307538807731966,0.0,0.0
